1	235	10	78	10	6	235	21	235	24.8	47	550	1.8K	20.7	47	0.39	1.9K	551.6	47	20	3.65	86	1.7K	4.5K	47	20	3.65	2100	1.6K	461.4	47	20	3.50	2.75	2.2K	1.1K	47	20	3.50	2.75	2.3K	17.7K	47	20	0.86	1015	2.4K	29.4K	47	20	3.50	2.75	2.5K
590.1B	14.6M	-	-	-	2904	14.6M	10164	14.6M	63.4T	2.9M	-	-	8.4T	2.9M	-	-	102.1T	2.9M	-	-	-	-	306.3T	2.9M	-	-	-	-	11.5T	2.9M	-	-	-	-	9.9T	2.9M	-	-	-	-	70.5T	2.9M	-	-	-	-	21T	2.9M	-	-	-	-
621.2B	14.7M	-	-	-	2910	14.7M	10185	14.7M	66.8T	2.9M	-	-	8.9T	2.9M	-	-	107.4T	2.9M	-	-	-	-	322.2T	2.9M	-	-	-	-	12.1T	2.9M	-	-	-	-	10.4T	2.9M	-	-	-	-	74.2T	2.9M	-	-	-	-	22.1T	2.9M	-	-	-	-
653.9B	14.7M	-	-	-	2916	14.7M	10206	14.7M	70.3T	2.9M	-	-	9.3T	2.9M	-	-	113T	2.9M	-	-	-	-	339T	2.9M	-	-	-	-	12.8T	2.9M	-	-	-	-	10.9T	2.9M	-	-	-	-	78.1T	2.9M	-	-	-	-	23.3T	2.9M	-	-	-	-
688.3B	14.7M	-	-	-	2922	14.7M	10227	14.7M	74T	2.9M	-	-	9.8T	2.9M	-	-	118.9T	2.9M	-	-	-	-	356.7T	2.9M	-	-	-	-	13.4T	2.9M	-	-	-	-	11.5T	2.9M	-	-	-	-	82.2T	2.9M	-	-	-	-	24.5T	2.9M	-	-	-	-
724.5B	14.8M	-	-	-	2928	14.8M	10248	14.8M	77.9T	3M	-	-	10.3T	3M	-	-	125.1T	3M	-	-	-	-	375.2T	3M	-	-	-	-	14.1T	3M	-	-	-	-	12.1T	3M	-	-	-	-	86.5T	3M	-	-	-	-	25.8T	3M	-	-	-	-
762.6B	14.8M	-	-	-	2934	14.8M	10269	14.8M	82T	3M	-	-	10.8T	3M	-	-	131.6T	3M	-	-	-	-	394.8T	3M	-	-	-	-	14.9T	3M	-	-	-	-	12.8T	3M	-	-	-	-	91.1T	3M	-	-	-	-	27.1T	3M	-	-	-	-
802.8B	14.8M	-	-	-	2940	14.8M	10290	14.8M	86.3T	3M	-	-	11.4T	3M	-	-	138.4T	3M	-	-	-	-	415.3T	3M	-	-	-	-	15.6T	3M	-	-	-	-	13.4T	3M	-	-	-	-	95.9T	3M	-	-	-	-	28.5T	3M	-	-	-	-
845B	14.8M	-	-	-	2946	14.8M	10311	14.8M	90.8T	3M	-	-	12T	3M	-	-	145.6T	3M	-	-	-	-	436.9T	3M	-	-	-	-	16.4T	3M	-	-	-	-	14.1T	3M	-	-	-	-	100.9T	3M	-	-	-	-	30T	3M	-	-	-	-
889.5B	14.9M	-	-	-	2952	14.9M	10332	14.9M	95.6T	3M	-	-	12.6T	3M	-	-	153.2T	3M	-	-	-	-	459.7T	3M	-	-	-	-	17.3T	3M	-	-	-	-	14.9T	3M	-	-	-	-	106.2T	3M	-	-	-	-	31.6T	3M	-	-	-	-
936.3B	14.9M	-	-	-	2958	14.9M	10353	14.9M	100.6T	3M	-	-	13.2T	3M	-	-	161.2T	3M	-	-	-	-	483.6T	3M	-	-	-	-	18.2T	3M	-	-	-	-	15.6T	3M	-	-	-	-	111.8T	3M	-	-	-	-	33.3T	3M	-	-	-	-
985.6B	14.9M	-	-	-	2964	14.9M	10374	14.9M	105.9T	3M	-	-	13.9T	3M	-	-	169.6T	3M	-	-	-	-	508.8T	3M	-	-	-	-	19.2T	3M	-	-	-	-	16.4T	3M	-	-	-	-	117.7T	3M	-	-	-	-	35T	3M	-	-	-	-
1T	15M	-	-	-	2970	15M	10395	15M	111.5T	3M	-	-	14.6T	3M	-	-	178.4T	3M	-	-	-	-	535.3T	3M	-	-	-	-	20.2T	3M	-	-	-	-	17.3T	3M	-	-	-	-	123.9T	3M	-	-	-	-	36.8T	3M	-	-	-	-
1.1T	15M	-	-	-	2976	15M	10416	15M	117.4T	3M	-	-	15.4T	3M	-	-	187.7T	3M	-	-	-	-	563.2T	3M	-	-	-	-	21.2T	3M	-	-	-	-	18.2T	3M	-	-	-	-	130.4T	3M	-	-	-	-	38.7T	3M	-	-	-	-
1.1T	15M	-	-	-	2982	15M	10437	15M	123.6T	3M	-	-	16.2T	3M	-	-	197.5T	3M	-	-	-	-	592.5T	3M	-	-	-	-	22.3T	3M	-	-	-	-	19.2T	3M	-	-	-	-	137.3T	3M	-	-	-	-	40.8T	3M	-	-	-	-
1.2T	15.1M	-	-	-	2988	15.1M	10458	15.1M	130.1T	3M	-	-	17T	3M	-	-	207.8T	3M	-	-	-	-	623.3T	3M	-	-	-	-	23.5T	3M	-	-	-	-	20.2T	3M	-	-	-	-	144.5T	3M	-	-	-	-	42.9T	3M	-	-	-	-
1.3T	15.1M	-	-	-	2994	15.1M	10479	15.1M	136.9T	3M	-	-	17.9T	3M	-	-	218.6T	3M	-	-	-	-	655.8T	3M	-	-	-	-	24.7T	3M	-	-	-	-	21.2T	3M	-	-	-	-	152.1T	3M	-	-	-	-	45.1T	3M	-	-	-	-
1.3T	15.1M	-	-	-	3000	15.1M	10500	15.1M	144.1T	3M	-	-	18.8T	3M	-	-	230T	3M	-	-	-	-	689.9T	3M	-	-	-	-	26T	3M	-	-	-	-	22.3T	3M	-	-	-	-	160.1T	3M	-	-	-	-	47.5T	3M	-	-	-	-
1.4T	15.2M	-	-	-	3006	15.2M	10521	15.2M	151.7T	3M	-	-	19.7T	3M	-	-	242T	3M	-	-	-	-	725.9T	3M	-	-	-	-	27.4T	3M	-	-	-	-	23.5T	3M	-	-	-	-	168.5T	3M	-	-	-	-	50T	3M	-	-	-	-
1.5T	15.2M	-	-	-	3012	15.2M	10542	15.2M	159.7T	3M	-	-	20.7T	3M	-	-	254.5T	3M	-	-	-	-	763.6T	3M	-	-	-	-	28.8T	3M	-	-	-	-	24.7T	3M	-	-	-	-	177.4T	3M	-	-	-	-	52.6T	3M	-	-	-	-
1.6T	15.2M	-	-	-	3018	15.2M	10563	15.2M	168.1T	3M	-	-	21.8T	3M	-	-	267.8T	3M	-	-	-	-	803.4T	3M	-	-	-	-	30.3T	3M	-	-	-	-	26T	3M	-	-	-	-	186.7T	3M	-	-	-	-	55.3T	3M	-	-	-	-
1.6T	15.2M	-	-	-	3024	15.2M	10584	15.2M	176.9T	3M	-	-	22.9T	3M	-	-	281.7T	3M	-	-	-	-	845.2T	3M	-	-	-	-	31.9T	3M	-	-	-	-	27.4T	3M	-	-	-	-	196.6T	3M	-	-	-	-	58.2T	3M	-	-	-	-
1.7T	15.3M	-	-	-	3030	15.3M	10605	15.3M	186.2T	3.1M	-	-	24.1T	3.1M	-	-	296.4T	3.1M	-	-	-	-	889.2T	3.1M	-	-	-	-	33.5T	3.1M	-	-	-	-	28.8T	3.1M	-	-	-	-	206.9T	3.1M	-	-	-	-	61.2T	3.1M	-	-	-	-
1.8T	15.3M	-	-	-	3036	15.3M	10626	15.3M	196T	3.1M	-	-	25.3T	3.1M	-	-	311.8T	3.1M	-	-	-	-	935.5T	3.1M	-	-	-	-	35.3T	3.1M	-	-	-	-	30.3T	3.1M	-	-	-	-	217.8T	3.1M	-	-	-	-	64.4T	3.1M	-	-	-	-
1.9T	15.3M	-	-	-	3042	15.3M	10647	15.3M	206.4T	3.1M	-	-	26.6T	3.1M	-	-	328.1T	3.1M	-	-	-	-	984.2T	3.1M	-	-	-	-	37.1T	3.1M	-	-	-	-	31.9T	3.1M	-	-	-	-	229.3T	3.1M	-	-	-	-	67.8T	3.1M	-	-	-	-
2T	15.4M	-	-	-	3048	15.4M	10668	15.4M	217.2T	3.1M	-	-	28T	3.1M	-	-	345.2T	3.1M	-	-	-	-	1P	3.1M	-	-	-	-	39.1T	3.1M	-	-	-	-	33.5T	3.1M	-	-	-	-	241.3T	3.1M	-	-	-	-	71.3T	3.1M	-	-	-	-
2.1T	15.4M	-	-	-	3054	15.4M	10689	15.4M	228.6T	3.1M	-	-	29.4T	3.1M	-	-	363.1T	3.1M	-	-	-	-	1.1P	3.1M	-	-	-	-	41.1T	3.1M	-	-	-	-	35.3T	3.1M	-	-	-	-	254T	3.1M	-	-	-	-	75.1T	3.1M	-	-	-	-
2.2T	15.4M	-	-	-	3060	15.4M	10710	15.4M	240.7T	3.1M	-	-	30.9T	3.1M	-	-	382T	3.1M	-	-	-	-	1.1P	3.1M	-	-	-	-	43.2T	3.1M	-	-	-	-	37.1T	3.1M	-	-	-	-	267.4T	3.1M	-	-	-	-	79T	3.1M	-	-	-	-
2.4T	15.5M	-	-	-	3066	15.5M	10731	15.5M	253.3T	3.1M	-	-	32.5T	3.1M	-	-	401.9T	3.1M	-	-	-	-	1.2P	3.1M	-	-	-	-	45.5T	3.1M	-	-	-	-	39.1T	3.1M	-	-	-	-	281.5T	3.1M	-	-	-	-	83.1T	3.1M	-	-	-	-
2.5T	15.5M	-	-	-	3072	15.5M	10752	15.5M	266.7T	3.1M	-	-	34.2T	3.1M	-	-	422.8T	3.1M	-	-	-	-	1.3P	3.1M	-	-	-	-	47.9T	3.1M	-	-	-	-	41.1T	3.1M	-	-	-	-	296.3T	3.1M	-	-	-	-	87.4T	3.1M	-	-	-	-
2.6T	15.5M	-	-	-	3078	15.5M	10773	15.5M	280.7T	3.1M	-	-	35.9T	3.1M	-	-	444.9T	3.1M	-	-	-	-	1.3P	3.1M	-	-	-	-	50.4T	3.1M	-	-	-	-	43.2T	3.1M	-	-	-	-	311.9T	3.1M	-	-	-	-	92T	3.1M	-	-	-	-
2.7T	15.5M	-	-	-	3084	15.5M	10794	15.5M	295.5T	3.1M	-	-	37.8T	3.1M	-	-	468T	3.1M	-	-	-	-	1.4P	3.1M	-	-	-	-	53T	3.1M	-	-	-	-	45.5T	3.1M	-	-	-	-	328.3T	3.1M	-	-	-	-	96.8T	3.1M	-	-	-	-
2.9T	15.6M	-	-	-	3090	15.6M	10815	15.6M	311T	3.1M	-	-	39.7T	3.1M	-	-	492.4T	3.1M	-	-	-	-	1.5P	3.1M	-	-	-	-	55.8T	3.1M	-	-	-	-	47.9T	3.1M	-	-	-	-	345.6T	3.1M	-	-	-	-	101.9T	3.1M	-	-	-	-
3T	15.6M	-	-	-	3096	15.6M	10836	15.6M	327.4T	3.1M	-	-	41.8T	3.1M	-	-	518T	3.1M	-	-	-	-	1.6P	3.1M	-	-	-	-	58.7T	3.1M	-	-	-	-	50.4T	3.1M	-	-	-	-	363.8T	3.1M	-	-	-	-	107.2T	3.1M	-	-	-	-
3.2T	15.6M	-	-	-	3102	15.6M	10857	15.6M	344.6T	3.1M	-	-	43.9T	3.1M	-	-	545T	3.1M	-	-	-	-	1.6P	3.1M	-	-	-	-	61.7T	3.1M	-	-	-	-	53T	3.1M	-	-	-	-	382.9T	3.1M	-	-	-	-	112.8T	3.1M	-	-	-	-
3.4T	15.7M	-	-	-	3108	15.7M	10878	15.7M	362.8T	3.1M	-	-	46.1T	3.1M	-	-	573.3T	3.1M	-	-	-	-	1.7P	3.1M	-	-	-	-	65T	3.1M	-	-	-	-	55.8T	3.1M	-	-	-	-	403.1T	3.1M	-	-	-	-	118.7T	3.1M	-	-	-	-
3.6T	15.7M	-	-	-	3114	15.7M	10899	15.7M	381.9T	3.1M	-	-	48.5T	3.1M	-	-	603.2T	3.1M	-	-	-	-	1.8P	3.1M	-	-	-	-	68.4T	3.1M	-	-	-	-	58.7T	3.1M	-	-	-	-	424.3T	3.1M	-	-	-	-	124.9T	3.1M	-	-	-	-
3.7T	15.7M	-	-	-	3120	15.7M	10920	15.7M	402T	3.1M	-	-	51T	3.1M	-	-	634.6T	3.1M	-	-	-	-	1.9P	3.1M	-	-	-	-	71.9T	3.1M	-	-	-	-	61.7T	3.1M	-	-	-	-	446.6T	3.1M	-	-	-	-	131.4T	3.1M	-	-	-	-
3.9T	15.8M	-	-	-	3126	15.8M	10941	15.8M	423.1T	3.2M	-	-	53.6T	3.2M	-	-	667.6T	3.2M	-	-	-	-	2P	3.2M	-	-	-	-	75.7T	3.2M	-	-	-	-	65T	3.2M	-	-	-	-	470.1T	3.2M	-	-	-	-	138.2T	3.2M	-	-	-	-
4.1T	15.8M	-	-	-	3132	15.8M	10962	15.8M	445.4T	3.2M	-	-	56.3T	3.2M	-	-	702.4T	3.2M	-	-	-	-	2.1P	3.2M	-	-	-	-	79.6T	3.2M	-	-	-	-	68.4T	3.2M	-	-	-	-	494.9T	3.2M	-	-	-	-	145.5T	3.2M	-	-	-	-
4.4T	15.8M	-	-	-	3138	15.8M	10983	15.8M	468.8T	3.2M	-	-	59.2T	3.2M	-	-	738.9T	3.2M	-	-	-	-	2.2P	3.2M	-	-	-	-	83.8T	3.2M	-	-	-	-	71.9T	3.2M	-	-	-	-	520.9T	3.2M	-	-	-	-	153T	3.2M	-	-	-	-
4.6T	15.8M	-	-	-	3144	15.8M	11004	15.8M	493.5T	3.2M	-	-	62.3T	3.2M	-	-	777.4T	3.2M	-	-	-	-	2.3P	3.2M	-	-	-	-	88.2T	3.2M	-	-	-	-	75.7T	3.2M	-	-	-	-	548.4T	3.2M	-	-	-	-	161T	3.2M	-	-	-	-
4.8T	15.9M	-	-	-	3150	15.9M	11025	15.9M	519.5T	3.2M	-	-	65.4T	3.2M	-	-	817.9T	3.2M	-	-	-	-	2.5P	3.2M	-	-	-	-	92.8T	3.2M	-	-	-	-	79.6T	3.2M	-	-	-	-	577.2T	3.2M	-	-	-	-	169.4T	3.2M	-	-	-	-
5.1T	15.9M	-	-	-	3156	15.9M	11046	15.9M	546.8T	3.2M	-	-	68.8T	3.2M	-	-	860.5T	3.2M	-	-	-	-	2.6P	3.2M	-	-	-	-	97.6T	3.2M	-	-	-	-	83.8T	3.2M	-	-	-	-	607.6T	3.2M	-	-	-	-	178.3T	3.2M	-	-	-	-
5.4T	15.9M	-	-	-	3162	15.9M	11067	15.9M	575.6T	3.2M	-	-	72.3T	3.2M	-	-	905.3T	3.2M	-	-	-	-	2.7P	3.2M	-	-	-	-	102.7T	3.2M	-	-	-	-	88.2T	3.2M	-	-	-	-	639.6T	3.2M	-	-	-	-	187.6T	3.2M	-	-	-	-
5.6T	16M	-	-	-	3168	16M	11088	16M	605.9T	3.2M	-	-	76T	3.2M	-	-	952.4T	3.2M	-	-	-	-	2.9P	3.2M	-	-	-	-	108.1T	3.2M	-	-	-	-	92.8T	3.2M	-	-	-	-	673.2T	3.2M	-	-	-	-	197.4T	3.2M	-	-	-	-
5.9T	16M	-	-	-	3174	16M	11109	16M	637.8T	3.2M	-	-	79.9T	3.2M	-	-	1P	3.2M	-	-	-	-	3P	3.2M	-	-	-	-	113.7T	3.2M	-	-	-	-	97.6T	3.2M	-	-	-	-	708.7T	3.2M	-	-	-	-	207.7T	3.2M	-	-	-	-
6.2T	16M	-	-	-	3180	16M	11130	16M	671.4T	3.2M	-	-	84T	3.2M	-	-	1.1P	3.2M	-	-	-	-	3.2P	3.2M	-	-	-	-	119.6T	3.2M	-	-	-	-	102.7T	3.2M	-	-	-	-	746T	3.2M	-	-	-	-	218.5T	3.2M	-	-	-	-
6.6T	16.1M	-	-	-	3186	16.1M	11151	16.1M	706.7T	3.2M	-	-	88.3T	3.2M	-	-	1.1P	3.2M	-	-	-	-	3.3P	3.2M	-	-	-	-	125.9T	3.2M	-	-	-	-	108.1T	3.2M	-	-	-	-	785.2T	3.2M	-	-	-	-	229.9T	3.2M	-	-	-	-
6.9T	16.1M	-	-	-	3192	16.1M	11172	16.1M	743.9T	3.2M	-	-	92.8T	3.2M	-	-	1.2P	3.2M	-	-	-	-	3.5P	3.2M	-	-	-	-	132.5T	3.2M	-	-	-	-	113.7T	3.2M	-	-	-	-	826.6T	3.2M	-	-	-	-	241.9T	3.2M	-	-	-	-
7.3T	16.1M	-	-	-	3198	16.1M	11193	16.1M	783.1T	3.2M	-	-	97.6T	3.2M	-	-	1.2P	3.2M	-	-	-	-	3.7P	3.2M	-	-	-	-	139.4T	3.2M	-	-	-	-	119.6T	3.2M	-	-	-	-	870.1T	3.2M	-	-	-	-	254.6T	3.2M	-	-	-	-
7.7T	16.1M	-	-	-	3204	16.1M	11214	16.1M	824.3T	3.2M	-	-	102.6T	3.2M	-	-	1.3P	3.2M	-	-	-	-	3.9P	3.2M	-	-	-	-	146.6T	3.2M	-	-	-	-	125.9T	3.2M	-	-	-	-	915.9T	3.2M	-	-	-	-	267.9T	3.2M	-	-	-	-
8.1T	16.2M	-	-	-	3210	16.2M	11235	16.2M	867.7T	3.2M	-	-	107.8T	3.2M	-	-	1.4P	3.2M	-	-	-	-	4.1P	3.2M	-	-	-	-	154.3T	3.2M	-	-	-	-	132.5T	3.2M	-	-	-	-	964.1T	3.2M	-	-	-	-	281.8T	3.2M	-	-	-	-
8.5T	16.2M	-	-	-	3216	16.2M	11256	16.2M	913.3T	3.2M	-	-	113.3T	3.2M	-	-	1.4P	3.2M	-	-	-	-	4.3P	3.2M	-	-	-	-	162.4T	3.2M	-	-	-	-	139.4T	3.2M	-	-	-	-	1P	3.2M	-	-	-	-	296.5T	3.2M	-	-	-	-
8.9T	16.2M	-	-	-	3222	16.2M	11277	16.2M	961.4T	3.2M	-	-	119.1T	3.2M	-	-	1.5P	3.2M	-	-	-	-	4.5P	3.2M	-	-	-	-	170.8T	3.2M	-	-	-	-	146.7T	3.2M	-	-	-	-	1.1P	3.2M	-	-	-	-	312T	3.2M	-	-	-	-
9.4T	16.3M	-	-	-	3228	16.3M	11298	16.3M	1P	3.3M	-	-	125.2T	3.3M	-	-	1.6P	3.3M	-	-	-	-	4.7P	3.3M	-	-	-	-	179.7T	3.3M	-	-	-	-	154.3T	3.3M	-	-	-	-	1.1P	3.3M	-	-	-	-	328.3T	3.3M	-	-	-	-
9.9T	16.3M	-	-	-	3234	16.3M	11319	16.3M	1.1P	3.3M	-	-	131.6T	3.3M	-	-	1.7P	3.3M	-	-	-	-	5P	3.3M	-	-	-	-	189.1T	3.3M	-	-	-	-	162.4T	3.3M	-	-	-	-	1.2P	3.3M	-	-	-	-	345.4T	3.3M	-	-	-	-
10.4T	16.3M	-	-	-	3240	16.3M	11340	16.3M	1.1P	3.3M	-	-	138.4T	3.3M	-	-	1.8P	3.3M	-	-	-	-	5.3P	3.3M	-	-	-	-	199T	3.3M	-	-	-	-	170.8T	3.3M	-	-	-	-	1.2P	3.3M	-	-	-	-	363.5T	3.3M	-	-	-	-
11T	16.4M	-	-	-	3246	16.4M	11361	16.4M	1.2P	3.3M	-	-	145.5T	3.3M	-	-	1.8P	3.3M	-	-	-	-	5.5P	3.3M	-	-	-	-	209.4T	3.3M	-	-	-	-	179.8T	3.3M	-	-	-	-	1.3P	3.3M	-	-	-	-	382.4T	3.3M	-	-	-	-
11.6T	16.4M	-	-	-	3252	16.4M	11382	16.4M	1.2P	3.3M	-	-	152.9T	3.3M	-	-	1.9P	3.3M	-	-	-	-	5.8P	3.3M	-	-	-	-	220.3T	3.3M	-	-	-	-	189.1T	3.3M	-	-	-	-	1.4P	3.3M	-	-	-	-	402.4T	3.3M	-	-	-	-
12.2T	16.4M	-	-	-	3258	16.4M	11403	16.4M	1.3P	3.3M	-	-	160.7T	3.3M	-	-	2P	3.3M	-	-	-	-	6.1P	3.3M	-	-	-	-	231.8T	3.3M	-	-	-	-	199T	3.3M	-	-	-	-	1.5P	3.3M	-	-	-	-	423.4T	3.3M	-	-	-	-
12.8T	16.5M	-	-	-	3264	16.5M	11424	16.5M	1.4P	3.3M	-	-	168.9T	3.3M	-	-	2.1P	3.3M	-	-	-	-	6.4P	3.3M	-	-	-	-	243.9T	3.3M	-	-	-	-	209.4T	3.3M	-	-	-	-	1.5P	3.3M	-	-	-	-	445.5T	3.3M	-	-	-	-
13.5T	16.5M	-	-	-	3270	16.5M	11445	16.5M	1.4P	3.3M	-	-	177.6T	3.3M	-	-	2.3P	3.3M	-	-	-	-	6.8P	3.3M	-	-	-	-	256.6T	3.3M	-	-	-	-	220.3T	3.3M	-	-	-	-	1.6P	3.3M	-	-	-	-	468.8T	3.3M	-	-	-	-
14.2T	16.5M	-	-	-	3276	16.5M	11466	16.5M	1.5P	3.3M	-	-	186.7T	3.3M	-	-	2.4P	3.3M	-	-	-	-	7.1P	3.3M	-	-	-	-	270T	3.3M	-	-	-	-	231.8T	3.3M	-	-	-	-	1.7P	3.3M	-	-	-	-	493.2T	3.3M	-	-	-	-
14.9T	16.5M	-	-	-	3282	16.5M	11487	16.5M	1.6P	3.3M	-	-	196.2T	3.3M	-	-	2.5P	3.3M	-	-	-	-	7.5P	3.3M	-	-	-	-	284.1T	3.3M	-	-	-	-	243.9T	3.3M	-	-	-	-	1.8P	3.3M	-	-	-	-	519T	3.3M	-	-	-	-
15.7T	16.6M	-	-	-	3288	16.6M	11508	16.6M	1.7P	3.3M	-	-	206.2T	3.3M	-	-	2.6P	3.3M	-	-	-	-	7.9P	3.3M	-	-	-	-	299T	3.3M	-	-	-	-	256.7T	3.3M	-	-	-	-	1.9P	3.3M	-	-	-	-	546.1T	3.3M	-	-	-	-
16.6T	16.6M	-	-	-	3294	16.6M	11529	16.6M	1.8P	3.3M	-	-	216.8T	3.3M	-	-	2.8P	3.3M	-	-	-	-	8.3P	3.3M	-	-	-	-	314.6T	3.3M	-	-	-	-	270T	3.3M	-	-	-	-	2P	3.3M	-	-	-	-	574.6T	3.3M	-	-	-	-
17.4T	16.6M	-	-	-	3300	16.6M	11550	16.6M	1.9P	3.3M	-	-	227.9T	3.3M	-	-	2.9P	3.3M	-	-	-	-	8.7P	3.3M	-	-	-	-	331T	3.3M	-	-	-	-	284.1T	3.3M	-	-	-	-	2.1P	3.3M	-	-	-	-	604.6T	3.3M	-	-	-	-
18.3T	16.7M	-	-	-	3306	16.7M	11571	16.7M	2P	3.3M	-	-	239.5T	3.3M	-	-	3.1P	3.3M	-	-	-	-	9.2P	3.3M	-	-	-	-	348.3T	3.3M	-	-	-	-	299T	3.3M	-	-	-	-	2.2P	3.3M	-	-	-	-	636.1T	3.3M	-	-	-	-
19.3T	16.7M	-	-	-	3312	16.7M	11592	16.7M	2.1P	3.3M	-	-	251.8T	3.3M	-	-	3.2P	3.3M	-	-	-	-	9.7P	3.3M	-	-	-	-	366.4T	3.3M	-	-	-	-	314.6T	3.3M	-	-	-	-	2.3P	3.3M	-	-	-	-	669.3T	3.3M	-	-	-	-
20.3T	16.7M	-	-	-	3318	16.7M	11613	16.7M	2.2P	3.3M	-	-	264.7T	3.3M	-	-	3.4P	3.3M	-	-	-	-	10.2P	3.3M	-	-	-	-	385.6T	3.3M	-	-	-	-	331T	3.3M	-	-	-	-	2.4P	3.3M	-	-	-	-	704.2T	3.3M	-	-	-	-
21.4T	16.8M	-	-	-	3324	16.8M	11634	16.8M	2.3P	3.4M	-	-	278.2T	3.4M	-	-	3.6P	3.4M	-	-	-	-	10.7P	3.4M	-	-	-	-	405.7T	3.4M	-	-	-	-	348.3T	3.4M	-	-	-	-	2.6P	3.4M	-	-	-	-	741T	3.4M	-	-	-	-
22.5T	16.8M	-	-	-	3330	16.8M	11655	16.8M	2.4P	3.4M	-	-	292.4T	3.4M	-	-	3.7P	3.4M	-	-	-	-	11.2P	3.4M	-	-	-	-	426.9T	3.4M	-	-	-	-	366.4T	3.4M	-	-	-	-	2.7P	3.4M	-	-	-	-	779.7T	3.4M	-	-	-	-
23.7T	16.8M	-	-	-	3336	16.8M	11676	16.8M	2.5P	3.4M	-	-	307.4T	3.4M	-	-	3.9P	3.4M	-	-	-	-	11.8P	3.4M	-	-	-	-	449.2T	3.4M	-	-	-	-	385.6T	3.4M	-	-	-	-	2.8P	3.4M	-	-	-	-	820.4T	3.4M	-	-	-	-
25T	16.8M	-	-	-	3342	16.8M	11697	16.8M	2.7P	3.4M	-	-	323.1T	3.4M	-	-	4.1P	3.4M	-	-	-	-	12.4P	3.4M	-	-	-	-	472.6T	3.4M	-	-	-	-	405.7T	3.4M	-	-	-	-	3P	3.4M	-	-	-	-	863.2T	3.4M	-	-	-	-
26.3T	16.9M	-	-	-	3348	16.9M	11718	16.9M	2.8P	3.4M	-	-	339.6T	3.4M	-	-	4.4P	3.4M	-	-	-	-	13.1P	3.4M	-	-	-	-	497.3T	3.4M	-	-	-	-	426.9T	3.4M	-	-	-	-	3.1P	3.4M	-	-	-	-	908.2T	3.4M	-	-	-	-
27.6T	16.9M	-	-	-	3354	16.9M	11739	16.9M	3P	3.4M	-	-	357T	3.4M	-	-	4.6P	3.4M	-	-	-	-	13.8P	3.4M	-	-	-	-	523.2T	3.4M	-	-	-	-	449.2T	3.4M	-	-	-	-	3.3P	3.4M	-	-	-	-	955.6T	3.4M	-	-	-	-
29.1T	16.9M	-	-	-	3360	16.9M	11760	16.9M	3.1P	3.4M	-	-	375.2T	3.4M	-	-	4.8P	3.4M	-	-	-	-	14.5P	3.4M	-	-	-	-	550.5T	3.4M	-	-	-	-	472.6T	3.4M	-	-	-	-	3.5P	3.4M	-	-	-	-	1P	3.4M	-	-	-	-
30.6T	17M	-	-	-	3366	17M	11781	17M	3.3P	3.4M	-	-	394.4T	3.4M	-	-	5.1P	3.4M	-	-	-	-	15.2P	3.4M	-	-	-	-	579.3T	3.4M	-	-	-	-	497.3T	3.4M	-	-	-	-	3.7P	3.4M	-	-	-	-	1.1P	3.4M	-	-	-	-
32.2T	17M	-	-	-	3372	17M	11802	17M	3.5P	3.4M	-	-	414.5T	3.4M	-	-	5.3P	3.4M	-	-	-	-	16P	3.4M	-	-	-	-	609.5T	3.4M	-	-	-	-	523.2T	3.4M	-	-	-	-	3.9P	3.4M	-	-	-	-	1.1P	3.4M	-	-	-	-
33.9T	17M	-	-	-	3378	17M	11823	17M	3.6P	3.4M	-	-	435.7T	3.4M	-	-	5.6P	3.4M	-	-	-	-	16.9P	3.4M	-	-	-	-	641.3T	3.4M	-	-	-	-	550.5T	3.4M	-	-	-	-	4.1P	3.4M	-	-	-	-	1.2P	3.4M	-	-	-	-
35.7T	17.1M	-	-	-	3384	17.1M	11844	17.1M	3.8P	3.4M	-	-	458T	3.4M	-	-	5.9P	3.4M	-	-	-	-	17.8P	3.4M	-	-	-	-	674.8T	3.4M	-	-	-	-	579.3T	3.4M	-	-	-	-	4.3P	3.4M	-	-	-	-	1.2P	3.4M	-	-	-	-
37.6T	17.1M	-	-	-	3390	17.1M	11865	17.1M	4P	3.4M	-	-	481.4T	3.4M	-	-	6.2P	3.4M	-	-	-	-	18.7P	3.4M	-	-	-	-	710T	3.4M	-	-	-	-	609.5T	3.4M	-	-	-	-	4.5P	3.4M	-	-	-	-	1.3P	3.4M	-	-	-	-
39.6T	17.1M	-	-	-	3396	17.1M	11886	17.1M	4.3P	3.4M	-	-	506T	3.4M	-	-	6.5P	3.4M	-	-	-	-	19.6P	3.4M	-	-	-	-	747T	3.4M	-	-	-	-	641.3T	3.4M	-	-	-	-	4.7P	3.4M	-	-	-	-	1.4P	3.4M	-	-	-	-
41.7T	17.1M	-	-	-	3402	17.1M	11907	17.1M	4.5P	3.4M	-	-	531.9T	3.4M	-	-	6.9P	3.4M	-	-	-	-	20.7P	3.4M	-	-	-	-	786T	3.4M	-	-	-	-	674.8T	3.4M	-	-	-	-	5P	3.4M	-	-	-	-	1.4P	3.4M	-	-	-	-
43.9T	17.2M	-	-	-	3408	17.2M	11928	17.2M	4.7P	3.4M	-	-	559.1T	3.4M	-	-	7.2P	3.4M	-	-	-	-	21.7P	3.4M	-	-	-	-	827T	3.4M	-	-	-	-	710T	3.4M	-	-	-	-	5.2P	3.4M	-	-	-	-	1.5P	3.4M	-	-	-	-
